,title,author
15097,The Gates of Zion,Bodie Thoene 
15098,Candyfloss,Jacqueline Wilson
15099,London Fields,Martin Amis
15100,El Dorado: Further Adventures of the Scarlet Pimpernel,Emmuska Orczy
15102,Who He Is,S.Q. Williams
15103,History,Elsa Morante
15105,The Way of Zen,Alan W. Watts
15107,Torn from You,Nashoda Rose 
15108,At My Mother's Knee...: and other low joints,Paul O'Grady
15110,Golden Boy,Tara Sullivan 
15111,On the Heights of Despair,Emil M. Cioran
15114,Joseph Balsamo,Alexandre Dumas
15115,The Trap,Andrew Fukuda
15116,Ramona,Helen Hunt Jackson
15117,Nicholas St. North and the Battle of the Nightmare King,William Joyce 
15118,My Protector,Alanea Alder 
15119,More Than Her,Jay McLean 
15120,Untamed,A.G. Howard 
15121,Pocket Apocalypse,Seanan McGuire 
15122,The Heartbreakers,Ali Novak 
15123,Ghana Must Go,Taiye Selasi
15125,Nine Coaches Waiting,Mary Stewart
15127,Mutant Message From Forever,Marlo Morgan
15128,Love Finds a Home,Janette Oke
15129,It's Not Easy Being Mean,Lisi Harrison 
15130,Road of the Patriarch,R.A. Salvatore
15131,Huntress,L.J. Smith 
15133,Malice,Lisa Jackson 
15134,The Golden Gate,Vikram Seth
15135,Sixth Grade Can Really Kill You,Barthe DeClements
15136,The Charmed Return,Allan Frewin Jones
15137,Lie Down with Lions,Ken Follett 
15138,Once Upon a River,Bonnie Jo Campbell
15141,Everything Bad is Good for You,Steven Johnson 
15142,What Men Live by and Other Tales,Leo Tolstoy
15143,The Next Accident,Lisa Gardner 
15144,Vanished,Kate Brian
15146,The Gum Thief,Douglas Coupland 
15147,Adorkable,Sarra Manning
15149,The Circle Trilogy,Ted Dekker 
15150,My Name Is Mina,David Almond
15151,Amped,Daniel H. Wilson 
15152,The Fourth Stall,Chris Rylander 
15153,Drowned Wednesday,Garth Nix 
15154,Heart's Delight,Per Nilsson
15155,Texas Rich,Fern Michaels 
15156,The Key to Zion,Bodie Thoene 
15157,The Return to Zion,Bodie Thoene 
15158,I Sing the Body Electric! & Other Stories,Ray Bradbury
15159,Missing Me,Sophie McKenzie 
15160,Robin: Lady of Legend (The Classic Adventures of the Girl Who Became Robin Hood),R.M. ArceJaeger 
15161,The Man in the Gray Flannel Suit,Sloan Wilson
15162,The Fall of Constantinople 1453,Steven Runciman
15163,Monster,A. Lee Martinez 
15164,Sky on Fire,Emmy Laybourne 
15166,Give Up the Ghost,Megan Crewe 
15169,The Darkest Touch,Gena Showalter 
15170,Cross and Burn,Val McDermid
15171,The Last Werewolf,Glen Duncan
15172,Bound by Honor,Cora Reilly 
15173,The Anatomy Lesson,Philip Roth
15174,Yayati: A Classic Tale of Lust,Vishnu Sakharam Khandekar
15175,Demelza,Winston Graham
15177,Sufficiently Advanced Magic,Andrew Rowe 
15178,Chiefs,Stuart Woods
15179,Everyone's a Aliebn When Ur a Aliebn Too,Jomny Sun
15180,Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World,J. Mark G. Williams
15181,Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge
15184,The Princess Diarist,Carrie Fisher
15185,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""",Marianne Williamson
15186,Treason,Orson Scott Card
15187,If You Come Softly,Jacqueline Woodson 
15188,"Don't Die, Dragonfly",Linda Joy Singleton 
15189,Girls of Riyadh,Rajaa Alsanea
15190,Following the Equator: A Journey Around the World,Mark Twain
15191,Permanent Rose,Hilary McKay
15192,Witchlight,L.J. Smith 
15193,I Heard That Song Before,Mary Higgins Clark
15194,The Stone Angel,James W. Nichol (Dramatist)
15195,Red Dust: A Path Through China,Ma Jian
15196,Requiem: The Fall of the Templars,Robyn Young 
15197,Five on a Treasure Island,Enid Blyton
15198,Brothers,Yu Hua
15199,Earthborn,Orson Scott Card
15200,Amazing Grace,Megan Shull 
15201,Forever and Always,Jude Deveraux
15202,Being Peace,Thich Nhat Hanh
15204,"Amy, Number Seven",Marilyn Kaye
15205,A Fine and Private Place,Peter S. Beagle 
15206,Out on a Limb,Shirley MacLaine
15207,Who Will Comfort Toffle?,Tove Jansson
15209,I and Thou,Martin Buber
15210,Welcome to the Underworld,Con Template 
15211,A Light in Zion,Bodie Thoene 
15212,In the Stillness,Andrea Randall 
15213,Saint City Sinners,Lilith Saintcrow 
15214,To Hell and Back,Lilith Saintcrow 
15215,Alif the Unseen,G. Willow Wilson 
15217,Ali's Pretty Little Lies,Sara Shepard 
15218,Damaged: The Heartbreaking True Story of a Forgotten Child,Cathy Glass
15220,Earth Star,Janet Edwards 
15223,The Scottish Prisoner,Diana Gabaldon 
15227,Deviant,Callie Hart 
15228,The Rent Collector,Camron Wright 
15229,Sanctum,Madeleine Roux 
15230,Palace of Stone,Shannon Hale 
15231,"Eyes of Silver, Eyes of Gold",Ellen O'Connell 
15232,The Initiate,Veronica Roth 
15233,Deep,Kylie Scott 
15234,Undeniable: Evolution and the Science of Creation,Bill Nye
15235,Who We Are,T.J. Klune 
15236,The Amphibian,Alexander Belyaev
15238,Lost at Sea,Bryan Lee O'Malley
15239,The Bourbon Kings,J.R. Ward 
15241,Erotism: Death and Sensuality,Georges Bataille
15243,The Darkest Legacy,Alexandra Bracken 
15244,"Nausicaä of the Valley of the Wind, Vol. 4",Hayao Miyazaki (Scriptwriter/Illustrator)
15245,"Nausicaä of the Valley of the Wind, Vol. 7",Hayao Miyazaki (Scriptwriter/Illustrator)
15246,The Lost Language of Cranes,David Leavitt
15247,The Confessions of Max Tivoli,Andrew Sean Greer
15249,A Sea of Troubles,Donna Leon
15250,Sealed with a Diss,Lisi Harrison 
15251,The Guns of Avalon,Roger Zelazny
15252,The Bitten,L.A. Banks
15253,Summer,Karen Kingsbury 
15254,Scales of Gold,Dorothy Dunnett
15255,I Am Morgan le Fay,Nancy Springer 
15256,Short Cuts: Selected Stories,Raymond Carver
15258,From Beirut to Jerusalem,Thomas L. Friedman
15259,"Junie B., First Grader: Dumb Bunny",Barbara Park
15260,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson 
15261,I Ain't Gonna Paint No More!,Karen Beaumont
15262,Nightseer,Laurell K. Hamilton 
15264,Camera Lucida: Reflections on Photography,Roland Barthes
15266,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz
15267,The Story of Beautiful Girl,Rachel Simon 
15269,The Cross of Christ,John R.W. Stott
15270,Angel-Seeker,Sharon Shinn
15271,Angelica,Sharon Shinn
15272,Jovah's Angel,Sharon Shinn
15273,"Ex Machina, Vol. 1: The First Hundred Days",Brian K. Vaughan 
15274,Avatar Volume 1: The Last Airbender,Michael Dante DiMartino  (Creator)
15275,A Touch Mortal,Leah Clifford 
15277,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi
15278,This Perfect World,Suzanne Bugler
15279,Murder Must Advertise,Dorothy L. Sayers
15280,Young Love Murder,April Brookshire 
15281,Caught,Margaret Peterson Haddix
15282,Consuelo,George Sand
15283,Mario and the Magician,Thomas Mann
15286,"Strong Fathers, Strong Daughters: 10 Secrets Every Father Should Know",Meg Meeker
15287,Soulbound,Heather Brewer 
15288,The Hare With Amber Eyes: A Family's Century of Art and Loss,Edmund de Waal
15289,Now,Morris Gleitzman
15291,The Message in the Hollow Oak,Carolyn Keene
15292,A Sentimental Journey,Laurence Sterne
15293,Fences,August Wilson
15294,Shadows in the Silence,Courtney Allison Moulton 
15295,All He Needs,C.C. Gibbs 
15296,Roughing It,Mark Twain
15297,How We Decide,Jonah Lehrer 
15298,Immanuel's Veins,Ted Dekker 
15299,Benjamin Franklin: An American Life,Walter Isaacson 
15300,Afraid,Jack Kilborn
15301,The Forest Unseen: A Year’s Watch in Nature,David George Haskell
15302,Awakening,Cate Tiernan
15305,Pax,Sara Pennypacker
15307,Thank You for Being Late: An Optimist's Guide to Thriving in the Age of Accelerations,Thomas L. Friedman
15308,The Copper Gauntlet,Holly Black 
15309,"The Vision, Volume 1: Little Worse Than A Man",Tom King  (Writer)
15310,Sweep: The Story of a Girl and Her Monster,Jonathan Auxier 
15311,If I'm Being Honest,Emily Wibberley 
15315,Glengarry Glen Ross,David Mamet
15317,Shopgirl,Steve Martin 
15318,The Snapper,Roddy Doyle
15319,Love's Unfolding Dream,Janette Oke
15321,"Picnic, Lightning",Billy Collins
15322,Adventures of a Psychic: The Fascinating and Inspiring True-Life Story of One of America's Most Successful Clairvoyants,Sylvia Browne
15323,Garlic and Sapphires: The Secret Life of a Critic in Disguise,Ruth Reichl
15324,In the Realm of the Wolf,David Gemmell
15325,Fear of Flying,Erica Jong
15326,Wrapt in Crystal,Sharon Shinn
15327,All I Want for Christmas is a Vampire,Kerrelyn Sparks 
15328,Never Die Easy: The Autobiography of Walter Payton,Walter Payton
15330,Bad Kitty,Michele Jaffe 
15331,With a Tangled Skein,Piers Anthony
15332,Ghost Girl,Torey L. Hayden
15333,Treasure of Khan,Clive Cussler
15334,The Last Light of the Sun,Guy Gavriel Kay 
15335,The Templar Legacy,Steve Berry 
15336,Freefall,Roderick Gordon 
15337,Secret Fire,Johanna Lindsey
15339,Fate Is the Hunter,Ernest K. Gann
15340,Almost French: Love and a New Life in Paris,Sarah Turnbull
15343,Swinging on a Star,Janice Thompson 
15344,Irma Voth,Miriam Toews
15345,The Overlord Protocol,Mark Walden 
15346,All The Wrong Reasons,J.L. Paul 
15347,It's Raining Cupcakes,Lisa Schroeder 
15348,Memoirs of a Space Traveler: Further Reminiscences of Ijon Tichy,Stanisław Lem
15349,His Master's Voice,Stanisław Lem
15350,I Am Alice,Joseph Delaney 
15351,Virtual Light,William Gibson
15352,The Secret of Shadow Ranch,Carolyn Keene
15355,Reaver,Larissa Ione 
15358,Don't Want to Miss a Thing,Jill Mansell
15361,"Alice in the Country of Hearts, Vol. 01",QuinRose
15363,The Warlord Wants Forever,Kresley Cole 
15364,Freckles,Gene Stratton-Porter
15365,Captured,Jasinda Wilder 
15367,Ignite,Sara B. Larson 
15368,Runner,Patrick Lee 
15369,Lair of Dreams,Libba Bray 
15370,"Fables: The Deluxe Edition, Book One",Bill Willingham  (Writer)
15371,The Disenchantments,Nina LaCour 
15372,The Reprieve,Jean-Paul Sartre
15374,Two Women,Alberto Moravia
15376,Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty
15378,Cop Town,Karin Slaughter 
15379,Goodbye Days,Jeff Zentner 
15380,"Nausicaä of the Valley of the Wind, Vol. 3",Hayao Miyazaki (Scriptwriter/Illustrator)
15381,Tunnel of Bones,Victoria Schwab 
15382,I Was a Non-Blonde Cheerleader,Kieran Scott 
15383,Jernigan,David Gates
15384,The Anonymous Venetian,Donna Leon
15385,The Year My Sister Got Lucky,Aimee Friedman 
15386,The Volcano Lover,Susan Sontag
15387,3 by Flannery O'Connor: The Violent Bear It Away / Everything That Rises Must Converge / Wise Blood,Flannery O'Connor
15388,Born Confused,Tanuja Desai Hidier 
15389,Killing Mr. Griffin,Lois Duncan
15390,I Will Bear Witness 1933-41 A Diary of the Nazi Years,Victor Klemperer
15391,Winter Solstice,Rosamunde Pilcher
15392,Gallows Hill,Lois Duncan
15394,Twilight Phantasies,Maggie Shayne 
15395,The Double,Fyodor Dostoyevsky
15397,The Other Half Lives,Sophie Hannah 
15398,The Brothers' War,Jeff Grubb
15399,The Alleluia Files,Sharon Shinn
15401,Syrup,Max Barry 
15402,Maid-sama! Vol. 01,Hiro Fujiwara (Illustrator)
15403,The Fabulous Riverboat,Philip José Farmer
15404,Reforming a Rake,Suzanne Enoch
15405,Metro Girl,Janet Evanovich 
15406,Alpha & Omega,Patricia Briggs
15407,This is a Book,Demetri Martin
15408,Enemies: A Love Story,Isaac Bashevis Singer
15409,Shatterproof,Roland Smith
15411,The City and the Pillar,Gore Vidal
15412,Cards on the Table,Agatha Christie
15413,The Wee Free Men: The Beginning,Terry Pratchett
15414,No Comebacks,Frederick Forsyth
15415,The 33 Strategies of War,Robert Greene 
15416,The Last Hour,Charles Sheehan-Miles 
15418,Blandings Castle,P.G. Wodehouse
15420,The Yellow Eyes of Crocodiles,Katherine Pancol
15421,Falling for Her Fiance,Cindi Madsen 
15422,Everybody Sees the Ants,A.S. King 
15423,The Winter Long,Seanan McGuire 
15424,Let's Explore Diabetes with Owls,David Sedaris
15425,Resisting Temptation,K.C. Lynn 
15426,A Clean Kill in Tokyo,Barry Eisler 
15427,The Secret Place,Tana French 
15430,Art & Soul,Brittainy C. Cherry 
15434,City of Ghosts,Victoria Schwab 
15435,The Last Witchfinder,James K. Morrow
15436,Faith of Our Fathers: A House Divided,N.C. Allen
15437,James Joyce,Richard Ellmann
15438,Love's Unending Legacy,Janette Oke
15439,"The Chalice and the Blade: Our History, Our Future (Updated With a New Epilogue)",Riane Eisler
15440,Sex God: Exploring the Endless Connections Between Sexuality and Spirituality,Rob Bell
15441,Hedda Gabler,Henrik Ibsen
15442,Just Breathe,Susan Wiggs 
15443,Thirsty,M.T. Anderson
15444,The Major Works,William Wordsworth
15445,The Nixie's Song,Tony DiTerlizzi  (Author & Illustrator)
15447,Pobby and Dingan,Ben Rice
15448,When the Emperor Was Divine,Julie Otsuka
15449,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss 
15450,Hungry for You,Lynsay Sands 
15451,Nightfall and Other Stories,Isaac Asimov
15453,Mark of the Demon,Diana Rowland 
15454,Destiny Binds,Tammy Blackwell 
15455,"Breath, Eyes, Memory",Edwidge Danticat
15456,Then Came You,Lisa Kleypas 
15457,Purpose,Kristie Cook 
15458,Mercy,Julie Garwood 
15459,The Great Unexpected,Sharon Creech
15460,The Extended Phenotype: The Long Reach of the Gene,Richard Dawkins 
15461,It Had to Be You,Janice Thompson 
15462,Two Years Before the Mast: A Sailor's Life at Sea,Richard Henry Dana Jr.
15463,The Go-Giver: A Little Story About a Powerful Business Idea,Bob Burg
15464,Sweet Tooth,Ian McEwan
15466,Search for Senna,Katherine Applegate
15467,Storm,D.J. MacHale 
15468,Allegiance,Timothy Zahn 
15469,The Last Chronicle of Barset,Anthony Trollope
15470,The Meeting,Richelle Mead 
15471,The Devoted Friend,Oscar Wilde
15472,Each Little Bird that Sings,Deborah Wiles 
15473,The Bookshop,Penelope Fitzgerald
15474,The Accidental Empress,Allison Pataki 
15475,Alan Turing: The Enigma,Andrew Hodges
15476,The Tower on the Rift,Ian Irvine 
15477,Son of Hamas,Mosab Hassan Yousef
15479,Mastiff,Tamora Pierce 
15480,Boy Nobody,Allen Zadoff 
15481,My Healer,Alanea Alder 
15482,"I, Tituba, Black Witch of Salem",Maryse Condé
15483,Tales from a Not-So-Glam TV Star,Rachel Renée Russell 
15484,Foreplay,Sophie Jordan 
15485,Rilke's Book of Hours: Love Poems to God,Rainer Maria Rilke
15486,The Demon in the Freezer,Richard Preston
15487,Nightmares!,Jason Segel
15488,The Beautiful Mystery,Louise Penny 
15490,The House with Chicken Legs,Sophie Anderson 
15491,The Birth of Tragedy / The Case of Wagner,Friedrich Nietzsche
15495,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco
15496,A Complicated Kindness,Miriam Toews
15497,The Death of Faith,Donna Leon
15498,The Secret Lives of Men and Women: A PostSecret Book,Frank Warren
15499,A Lifetime of Secrets: A PostSecret Book,Frank Warren
15500,Kalki,Gore Vidal
15502,Nova Express,William S. Burroughs
15503,Body and Soul,Frank Conroy
15504,Sail,James Patterson 
15506,Lord John and the Hand of Devils,Diana Gabaldon 
15507,The Lost Warrior,Erin Hunter (Creator)
15508,War of the Ancients Archive,Richard A. Knaak 
15509,Dragon's Kin,Anne McCaffrey
15510,The Prefect,Alastair Reynolds
15511,The Doom Brigade,Margaret Weis 
15512,The 50th Law,50 Cent
15513,The Kissing Hand,Audrey Penn 
15514,The Key,Marianne Curley 
15515,The Songs of Distant Earth,Arthur C. Clarke
15516,Your Blues Ain't Like Mine,Bebe Moore Campbell
15517,The Ninja,Eric Van Lustbader
15518,The Tomorrow Code,Brian Falkner 
15519,Paris to the Moon,Adam Gopnik
15520,Mermaid Park,Beth Mayall
15521,The Face of Deception,Iris Johansen 
15522,Eternal Flame,Cynthia Eden 
15525,Crusader,Sara Douglass
15526,Withering Tights,Louise Rennison
15527,Collected Stories,Raymond Carver
15528,The Little Match Girl,Hans Christian Andersen
15529,Woodcutters,Thomas Bernhard
15530,Boy Overboard,Morris Gleitzman
15532,Lady Cottington's Pressed Fairy Book,Terry Jones
15533,Lemonade Mouth,Mark Peter Hughes 
15534,The Flight of Gemma Hardy,Margot Livesey 
15535,Flashman in the Great Game,George MacDonald Fraser
15537,The Birth of Tragedy,Friedrich Nietzsche
15538,"The Masks of God, Volume 4: Creative Mythology",Joseph Campbell
15539,Unbreakable,Elizabeth Norris 
15540,On the Genealogy of Morals,Friedrich Nietzsche
15541,The Demonologist,Gerald Brittle
15542,The Rogue Crew,Brian Jacques
15543,A Moment,Marie Hall 
15544,Thursday's Child,Sonya Hartnett
15545,Solomon vs. Lord,Paul Levine 
15547,Sammy Keyes and the Wild Things,Wendelin Van Draanen 
15548,Rogue Squadron,Michael A. Stackpole 
15550,How to Marry a Marquis,Julia Quinn 
15551,Seducing Destiny,Amelia Hutchins 
15553,The Happy Isles of Oceania: Paddling the Pacific,Paul Theroux
15554,The House of God,Samuel Shem
15555,"If I Have a Wicked Stepmother, Where's My Prince?",Melissa Kantor 
15556,Texas Pride,Kindle Alexander 
15557,The Voicemail of Magnus Bane,Cassandra Clare 
15558,Ape and Essence,Aldous Huxley
15560,The Queen Is Dead,Kate Locke 
15561,Journals,Kurt Cobain
15563,The Book with No Pictures,B.J. Novak 
15564,An Officer and a Spy,Robert Harris 
15565,CivilWarLand in Bad Decline,George Saunders
15566,"Giant Days, Vol. 1",John Allison 
15569,Bonfire,Krysten Ritter 
15570,Arcana Rising,Kresley Cole 
15572,Metaphors We Live By,George Lakoff
15573,Simply Christian: Why Christianity Makes Sense,N.T. Wright
15574,Success Through a Positive Mental Attitude,Napoleon Hill
15575,Jesus Land: A Memoir,Julia Scheeres 
15577,Smart Boys & Fast Girls,Stephie Davis
15579,The Brutal Telling,Louise Penny 
15581,Wouldn't Take Nothing for My Journey Now,Maya Angelou
15582,Rabbit Angstrom: The Four Novels,John Updike
15583,Dr. Seuss's Sleep Book,Dr. Seuss
15584,The Christmas Box,Richard Paul Evans
15586,Eon,Greg Bear
15587,The Ruins of Gorlan / The Burning Bridge / The Icebound Land,John Flanagan
15588,Judge & Jury,James Patterson 
15589,The Adventures of Robin Hood: An English Legend,Paul Creswick
15592,Six Moon Summer,S.M. Reine 
15594,Unraveling Isobel,Eileen Cook 
15595,The Shamer's War,Lene Kaaberbøl
15596,I Know It's Over,C.K. Kelly Martin 
15597,The Voices of a Distant Star,Makoto Shinkai (Concept by)
15598,The Swan Thieves,Elizabeth Kostova
15600,Tintin and Alph-Art,Hergé
15601,"The Clan of the Cave Bear, the Valley of Horses, the Mammoth Hunters, the Plains of Passage, The Shelters of Stone",Jean M. Auel
15602,The Evolutionary Void,Peter F. Hamilton 
15603,My Boyfriend Merlin,Priya Ardis 
15604,Immortal,Christopher Golden 
15605,Rubyfruit Jungle,Rita Mae Brown
15606,Freddy and Fredericka,Mark Helprin
15607,Control,Lydia Kang 
15608,Lost Scene from Hallowed,Cynthia Hand 
15609,The Whitechapel Fiend,Cassandra Clare 
15610,Fair Game,Patricia Briggs
15611,The Prophetic Imagination,Walter Brueggemann
15612,"The Lemon Tree: An Arab, a Jew, and the Heart of the Middle East",Sandy Tolan
15613,"The Tower, The Zoo, and The Tortoise",Julia Stuart
15614,Sweet Temptation,Wendy Higgins 
15615,Libriomancer,Jim C. Hines 
15616,And the Trees Crept In,Dawn Kurtagich 
15618,The Night Diary,Veera Hiranandani 
15621,"Fruits Basket, Vol. 14",Natsuki Takaya
15623,The Story of King Arthur and His Knights,Howard Pyle
15624,Undead and Unreturnable,MaryJanice Davidson 
15625,A Photographer's Life: 1990-2005,Annie Leibovitz (Photographs)
15626,The League of Night and Fog,David Morrell 
15627,The Fraternity of the Stone,David Morrell 
15628,A Venetian Reckoning,Donna Leon
15629,Warrior's Refuge,Erin Hunter (Creator)
15630,Warrior's Return,Erin Hunter (Creator)
15631,Silver on the Tree,Susan Cooper 
15632,Shoeless Joe,W.P. Kinsella
15633,Art and Lies,Jeanette Winterson
